"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","FG%","FT%","3PTM","PTS","REB","AST","ST","BLK","TO","Image"
"428.p.6047","306","Robinson","Mitchell","NYK","Injured","INJ - Ankle","C","100.3","9.0","$6.1","93%","0.575","0.409","0","173","263","18","37","35","25","https://s.yimg.com/iu/api/res/1.2/fyzSSgciV6X64p4D16CIhA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6047.png"
"428.p.6582","307","Butler","Jared","WAS","Available","","SG","","","","","0.488","0.861","24","251","58","126","29","8","50","https://s.yimg.com/iu/api/res/1.2/IY8QIoswY4VOeqcKxKtSEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6582.png"
"428.p.6727","308","Hardy","Jaden","DAL","Available","","PG,SG","","","","","0.407","0.776","81","530","131","109","22","4","62","https://s.yimg.com/iu/api/res/1.2/04ofMe8BcbQZvafjBfVJoQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6727.png"
"428.p.6037","309","Shamet","Landry","WAS","Questionable","GTD - Calf","PG,SG","","","","","0.431","0.826","53","327","62","54","25","10","30","https://s.yimg.com/iu/api/res/1.2/Xnx45yUlYrawlpjwVo8aGw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6037.png"
"428.p.6757","310","Pippen Jr.","Scotty","MEM","Available","","PG","","","","","0.493","0.745","30","271","67","98","36","10","56","https://s.yimg.com/iu/api/res/1.2/Vb82XjFLdJnfZhInINF7zA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01312024/6757.png"
"428.p.6059","311","Bates-Diop","Keita","BKN","Questionable","GTD - Lower Leg","PF,SF","","","","","0.434","0.762","21","197","110","38","25","22","15","https://s.yimg.com/iu/api/res/1.2/uA6aoQWCkdjUGJLTLWy2XQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/6059.png"
"428.p.6725","312","Christie","Max","LAL","Available","","SF,SG","","","","","0.427","0.783","42","284","142","60","20","17","35","https://s.yimg.com/iu/api/res/1.2/2Jjwh1aFJNRAkWHy5Fj6ug--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6725.png"
"428.p.6222","313","Fernando","Bruno","ATL","Available","","C","","","","","0.583","0.667","0","282","193","46","25","28","44","https://s.yimg.com/iu/api/res/1.2/r1dnqex_46o5tmErZaVzKg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6222.png"
"428.p.10095","314","Black","Anthony","ORL","Available","","PG,SG","","","","","0.466","0.613","37","316","139","91","35","21","56","https://s.yimg.com/iu/api/res/1.2/O__OzCmRXmSzmM.TyXvxtg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/10095.png"
"428.p.5892","315","Kleber","Maxi","DAL","Injured","INJ - Shoulder","C,PF","","","","","0.432","0.702","32","191","143","68","17","30","28","https://s.yimg.com/iu/api/res/1.2/FGyrVKEt9BkyLKy8b6ocew--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5892.png"
"428.p.6551","316","Mitchell","Davion","SAC","Available","","PG,SG","","","","","0.452","0.714","57","379","95","134","17","3","43","https://s.yimg.com/iu/api/res/1.2/H3aJ6WgAp3GmtiCVf.zTuQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6551.png"
"428.p.5322","317","McDermott","Doug","IND","Available","","PF,SF","","","","","0.433","0.579","94","351","59","70","16","2","28","https://s.yimg.com/iu/api/res/1.2/4WX6NAGmu9Xv4gXK49Hl2Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/5322.png"
"428.p.10145","318","Porter Jr.","Craig","CLE","Injured","INJ - Ankle","PG","","","","","0.509","0.732","12","285","109","118","21","15","45","https://s.yimg.com/iu/api/res/1.2/09tms7PK3jSSaln343s6fg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/10145.png"
"428.p.6459","319","Stevens","Lamar","MEM","Questionable","GTD - Groin","PF,SF","","","","","0.450","0.778","14","272","127","28","23","22","24","https://s.yimg.com/iu/api/res/1.2/OD6v_ByHsuKAbduC6cqVsA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/6459.png"
"428.p.4895","320","Morris Sr.","Marcus","CLE","Available","","C,PF","","","","","0.439","0.818","48","316","134","36","15","13","30","https://s.yimg.com/iu/api/res/1.2/nF9QBmp6TB7oQ9x3wBKoUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/4895.png"
"428.p.6713","321","Roddy","David","PHX","Available","","PF,SF","","","","","0.403","0.691","48","425","211","80","27","11","57","https://s.yimg.com/iu/api/res/1.2/RknDW3HRtxI.OAQHKJY.CA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02142024/6713.png"
"428.p.6026","322","Brown Jr.","Troy","DET","Available","","PF,SF","","","","","0.372","0.865","47","247","144","60","24","3","30","https://s.yimg.com/iu/api/res/1.2/HSFCExBB.gzIkC3c8YYuQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02212024/6026.png"
"428.p.5317","323","Smart","Marcus","MEM","Questionable","GTD - Finger","PG,SG","88.8","8.0","$5.6","98%","0.430","0.768","42","289","53","86","41","5","62","https://s.yimg.com/iu/api/res/1.2/6jD.iWQJIlYR9kFjXjr_vQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/5317.png"
"428.p.6052","324","Vanderbilt","Jarred","LAL","Available","","PF","144.1","12.8","$1.1","8%","0.518","0.667","8","150","138","36","36","5","28","https://s.yimg.com/iu/api/res/1.2/ZOKcVYErf_Q5nkM50SLiVw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6052.png"
"428.p.5870","325","Vezenkov","Sasha","SAC","Available","","PF","140.4","12.4","$1.1","3%","0.440","0.800","45","225","96","19","20","7","12","https://s.yimg.com/iu/api/res/1.2/wahT21Sufypzn7bVim33tQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11302023/5870.png"
"428.p.6555","326","Duarte","Chris","SAC","Available","","SF","","","","","0.381","0.788","44","230","106","44","28","8","26","https://s.yimg.com/iu/api/res/1.2/VD2LSNck2brMlLGd_0RtuA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6555.png"
"428.p.4468","327","Gallinari","Danilo","MIL","Available","","SF","","","","","0.437","0.857","30","280","108","55","14","6","23","https://s.yimg.com/iu/api/res/1.2/l.EJ3YvgycQPPNEA1f6UBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/4468.png"
"428.p.5855","328","Bryant","Thomas","MIA","Available","","C","","","","","0.577","0.872","4","217","141","23","10","16","21","https://s.yimg.com/iu/api/res/1.2/B0porU7IRdac68ju._AmJg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5855.png"
"428.p.6570","329","Springer","Jaden","BOS","Available","","PG,SG","","","","","0.399","0.833","10","163","78","44","36","15","34","https://s.yimg.com/iu/api/res/1.2/wPT6Y3MSxP6dylQ9SRIRww--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02162024/6570.png"
"428.p.5192","330","Plumlee","Mason","LAC","Available","","C","140.4","12.6","$1.0","6%","0.569","0.707","0","244","234","55","14","17","36","https://s.yimg.com/iu/api/res/1.2/fJuP_UjpHvXY_n49qV5u7w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/5192.png"
"428.p.6730","331","McGowens","Bryce","CHA","Available","","SF,SG","","","","","0.439","0.776","34","302","102","51","21","10","30","https://s.yimg.com/iu/api/res/1.2/Gm9b7jbuNybOiIPbzAwSbw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6730.png"
"428.p.6224","332","Martin","Cody","CHA","Questionable","GTD - Ankle","SF,SG","","","","","0.381","0.606","27","211","109","104","32","18","44","https://s.yimg.com/iu/api/res/1.2/rtyFY.O.jcRKSsRZSPt8Jw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6224.png"
"428.p.6722","333","Houstan","Caleb","ORL","Available","","SF,SG","","","","","0.388","0.808","72","253","84","29","15","4","16","https://s.yimg.com/iu/api/res/1.2/67ds0JDV0H4rHSDJlq1wBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6722.png"
"428.p.6581","334","Queta","Neemias","BOS","Available","","C","","","","","0.644","0.714","0","154","122","20","13","21","13","https://s.yimg.com/iu/api/res/1.2/gBtKeQQ_5oUlxhJuLItoCA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6581.png"
"428.p.6579","335","Thor","JT","CHA","Available","","PF","","","","","0.437","0.550","28","199","146","29","11","27","15","https://s.yimg.com/iu/api/res/1.2/NaguBnEkbFFmb5op4fsEow--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6579.png"
"428.p.6715","336","Wesley","Blake","SAS","Available","","PG,SG","","","","","0.474","0.667","12","268","94","166","29","9","55","https://s.yimg.com/iu/api/res/1.2/d2frYSbtZRnbZOx6L6D02g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6715.png"
"428.p.6755","337","Green","AJ","MIL","Available","","PG,SG","","","","","0.423","0.895","69","252","64","30","9","4","12","https://s.yimg.com/iu/api/res/1.2/4JpeEs40LrhE6XwlDz5zJQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6755.png"
"428.p.5245","338","Curry","Seth","CHA","Questionable","GTD - Ankle","PG,SG","133.9","11.8","$1.0","4%","0.392","0.903","38","226","68","44","22","6","21","https://s.yimg.com/iu/api/res/1.2/UrcTA31rul.QY.tfGs1exA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02142024/5245.png"
"428.p.6354","339","Porter","Jontay","TOR","NotAvailable","NA","C,PF","","","","","0.385","0.833","20","115","82","60","20","20","21","https://s.yimg.com/iu/api/res/1.2/HJDMEZPZzuXKkSW_4DlS.g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02012024/6354.png"
"428.p.5497","340","Holmes","Richaun","WAS","Questionable","GTD - Toe","C,PF","143.6","12.8","$1.0","4%","0.558","0.723","1","199","182","25","11","19","24","https://s.yimg.com/iu/api/res/1.2/yPhKu8J_9PcPi4Mb.q8Smg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/5497.png"
"428.p.6708","341","Terry","Dalen","CHI","Available","","SF,SG","","","","","0.439","0.581","17","180","113","81","27","18","32","https://s.yimg.com/iu/api/res/1.2/z9SdmmSH2zP2qHl7gL.cBQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/6708.png"
"428.p.10220","342","Jemison","Trey","MEM","Available","","C","","","","","0.551","0.840","0","171","134","27","12","28","34","https://s.yimg.com/iu/api/res/1.2/K2Qd_y5DUyrewRmgtrAdzg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/10220.png"
"428.p.4290","343","Young","Thaddeus","PHX","Available","","C,PF","","","","","0.602","0.400","1","137","103","57","23","5","15","https://s.yimg.com/iu/api/res/1.2/27X3VZPaVixBK9abFaQ_ew--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02162024/4290.png"
"428.p.5864","344","Morris","Monte","MIN","Available","","PG","","","","","0.405","0.684","27","164","57","69","19","9","7","https://s.yimg.com/iu/api/res/1.2/M_hf2sCPHTo_Sa7Yt1brrQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/5864.png"
"428.p.5054","345","Fournier","Evan","DET","Available","","SF,SG","","","","","0.357","0.806","33","220","58","48","29","7","21","https://s.yimg.com/iu/api/res/1.2/rZp3Kx_fzuZwkNi4mezzjw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02162024/5054.png"
"428.p.6511","346","Yurtseven","Omer","UTA","Available","","C","","","","","0.538","0.679","5","222","208","29","8","18","37","https://s.yimg.com/iu/api/res/1.2/nmjijS1M.g1P63wOK3Xw5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6511.png"
"428.p.6414","347","Nnaji","Zeke","DEN","Available","","C,PF","","","","","0.463","0.677","6","186","126","32","15","38","27","https://s.yimg.com/iu/api/res/1.2/.6blwW84YW31GWB34QCkbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6414.png"
"428.p.6444","348","Martin","KJ","PHI","Available","","SF","","","","","0.536","0.537","8","224","131","51","22","12","32","https://s.yimg.com/iu/api/res/1.2/2RfH8.QP8_05cgbI2cny8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02202024/6444.png"
"428.p.6568","349","Hyland","Bones","LAC","Available","","PG,SG","","","","","0.386","0.783","44","256","55","93","26","4","44","https://s.yimg.com/iu/api/res/1.2/pHrkGqjOPxIq3gUhTQct9Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/6568.png"
"428.p.5156","350","Len","Alex","SAC","Available","","C","","","","","0.617","0.588","0","120","128","50","11","33","27","https://s.yimg.com/iu/api/res/1.2/XwSZ2lpGWAeCgMIag8xTUg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/5156.png"
"428.p.6718","351","Baldwin Jr.","Patrick","WAS","Available","","PF,SF","","","","","0.381","0.679","31","168","123","29","18","15","19","https://s.yimg.com/iu/api/res/1.2/NThvjn.vKdp5a.Ip7qQQNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6718.png"
"428.p.6596","352","Mamukelashvili","Sandro","SAS","Available","","C","","","","","0.471","0.735","19","190","147","49","7","12","19","https://s.yimg.com/iu/api/res/1.2/wvb86tkDABWmQ9rO0tXA_w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6596.png"
"428.p.6620","353","Omoruyi","Eugene","WAS","Available","","PF,SF","","","","","0.485","0.653","13","207","85","35","27","5","21","https://s.yimg.com/iu/api/res/1.2/nHp60ijqXdLOkcb5do153Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6620.png"
"428.p.6020","354","Knox II","Kevin","DET","NotAvailable","NA","PF,SF","","","","","0.462","0.909","31","223","75","23","13","7","22","https://s.yimg.com/iu/api/res/1.2/fCztOWk2TwOYRL0BNAMmqA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12052023/6020.png"
"428.p.10077","355","Wilson","Jalen","BKN","Available","","PF","","","","","0.425","0.826","24","214","131","45","11","4","19","https://s.yimg.com/iu/api/res/1.2/RuyhSaRnmDGsp33H0klY1A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/10077.png"
"428.p.10082","356","Jackson Jr.","Andre","MIL","Available","","SG","","","","","0.500","0.727","17","125","113","50","16","6","28","https://s.yimg.com/iu/api/res/1.2/r2AP7giarmmTtwg3Oy0CQg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/10082.png"
"428.p.6600","357","Sims","Jericho","NYK","Available","","C,PF","","","","","0.691","0.667","0","92","147","25","8","19","16","https://s.yimg.com/iu/api/res/1.2/V3yWi6dvxIvGd9.NrK2LiA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6600.png"
"428.p.4888","358","Biyombo","Bismack","OKC","Available","","C","","","","","0.565","0.481","0","174","209","53","11","37","42","https://s.yimg.com/iu/api/res/1.2/2rPrC4y9S_zELnBHwYf_KA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/03182024/4888.png"
"428.p.6791","359","Barlow","Dominick","SAS","Questionable","GTD - Knee","SF","","","","","0.496","0.690","3","144","113","36","12","14","9","https://s.yimg.com/iu/api/res/1.2/_UC4GWyVkqbMJWfgaqn_NA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10042022/6791.png"
"428.p.6714","360","Beauchamp","MarJon","MIL","Available","","SF,SG","","","","","0.488","0.679","30","211","99","31","13","7","27","https://s.yimg.com/iu/api/res/1.2/5l2P_t6dmbuvOZ7N_LfZFw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6714.png"
"428.p.6429","361","Krejci","Vit","ATL","Available","","PG,SG","","","","","0.490","0.833","28","135","52","50","13","6","20","https://s.yimg.com/iu/api/res/1.2/iqisBYsLzpt4st4SmxxyNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6429.png"
